Reference,Words
1 Corinthians 7:22,26
1 Corinthians 7:23,13
1 Corinthians 7:24,12
1 Corinthians 7:25,27
1 Corinthians 7:26,23
1 Corinthians 7:27,21
1 Corinthians 7:28,30
1 Corinthians 7:29,23
1 Corinthians 7:30,27
1 Corinthians 7:31,18
1 Corinthians 7:32,26
1 Corinthians 7:33,20
1 Corinthians 7:34,49
1 Corinthians 7:35,33
1 Corinthians 7:36,37
1 Corinthians 7:37,33
1 Corinthians 7:38,20
1 Corinthians 7:39,34
1 Corinthians 7:40,22
1 Corinthians 8:1,20
1 Corinthians 8:2,19
1 Corinthians 8:3,12
1 Corinthians 8:4,34
1 Corinthians 8:5,22
1 Corinthians 8:6,33
1 Corinthians 8:7,35
1 Corinthians 8:8,25
1 Corinthians 8:9,19
1 Corinthians 8:10,36
1 Corinthians 8:11,13
1 Corinthians 8:12,17
1 Corinthians 8:13,24
1 Corinthians 9:1,25
1 Corinthians 9:2,25
1 Corinthians 9:3,10
1 Corinthians 9:4,9
1 Corinthians 9:5,25
1 Corinthians 9:6,12
1 Corinthians 9:7,35
1 Corinthians 9:8,15
1 Corinthians 9:9,29
1 Corinthians 9:10,37
1 Corinthians 9:11,20
1 Corinthians 9:12,32
1 Corinthians 9:13,30
1 Corinthians 9:14,17
1 Corinthians 9:15,39
1 Corinthians 9:16,29
1 Corinthians 9:17,25
1 Corinthians 9:18,30
1 Corinthians 9:19,22
1 Corinthians 9:20,36
1 Corinthians 9:21,30
1 Corinthians 9:22,29
1 Corinthians 9:23,16
1 Corinthians 9:24,23
1 Corinthians 9:25,26
1 Corinthians 9:26,17
1 Corinthians 9:27,28
1 Corinthians 10:1,25
1 Corinthians 10:2,13
1 Corinthians 10:3,8
1 Corinthians 10:4,23
1 Corinthians 10:5,17
1 Corinthians 10:6,20
1 Corinthians 10:7,26
1 Corinthians 10:8,19
1 Corinthians 10:9,16
1 Corinthians 10:10,15
1 Corinthians 10:11,25
1 Corinthians 10:12,12
1 Corinthians 10:13,49
1 Corinthians 10:14,7
1 Corinthians 10:15,11
1 Corinthians 10:16,32
1 Corinthians 10:17,19
1 Corinthians 10:18,17
1 Corinthians 10:19,22
1 Corinthians 10:20,29
1 Corinthians 10:21,27
1 Corinthians 10:22,12
1 Corinthians 10:23,23
1 Corinthians 10:24,11
1 Corinthians 10:25,14
1 Corinthians 10:26,10
1 Corinthians 10:27,30
1 Corinthians 10:28,36
1 Corinthians 10:29,20
1 Corinthians 10:30,21
1 Corinthians 10:31,17
1 Corinthians 10:32,17
1 Corinthians 10:33,24
1 Corinthians 11:1,12
1 Corinthians 11:2,22
1 Corinthians 11:3,30
1 Corinthians 11:4,12
1 Corinthians 11:5,25
1 Corinthians 11:6,30
1 Corinthians 11:7,29
1 Corinthians 11:8,14
1 Corinthians 11:9,14
1 Corinthians 11:10,16
1 Corinthians 11:11,17
1 Corinthians 11:12,22
1 Corinthians 11:13,13
1 Corinthians 11:14,20
1 Corinthians 11:15,22
1 Corinthians 11:16,18
1 Corinthians 11:17,24
1 Corinthians 11:18,24
1 Corinthians 11:19,19
1 Corinthians 11:20,16
1 Corinthians 11:21,19
1 Corinthians 11:22,40
1 Corinthians 11:23,28
1 Corinthians 11:24,28
1 Corinthians 11:25,36
1 Corinthians 11:26,21
1 Corinthians 11:27,25
1 Corinthians 11:28,19
1 Corinthians 11:29,18
1 Corinthians 11:30,13
1 Corinthians 11:31,11
1 Corinthians 11:32,20
1 Corinthians 11:33,13
1 Corinthians 11:34,28
1 Corinthians 12:1,11
1 Corinthians 12:2,17
1 Corinthians 12:3,34
1 Corinthians 12:4,10
1 Corinthians 12:5,10
1 Corinthians 12:6,17
1 Corinthians 12:7,14
1 Corinthians 12:8,22
1 Corinthians 12:9,17
1 Corinthians 12:10,26
1 Corinthians 12:11,18
1 Corinthians 12:12,27
1 Corinthians 12:13,33
1 Corinthians 12:14,9
1 Corinthians 12:15,24
1 Corinthians 12:16,25
1 Corinthians 12:17,20
1 Corinthians 12:18,19
1 Corinthians 12:19,11
1 Corinthians 12:20,10
1 Corinthians 12:21,27
1 Corinthians 12:22,16
1 Corinthians 12:23,28
1 Corinthians 12:24,24
1 Corinthians 12:25,21
1 Corinthians 12:26,22
1 Corinthians 12:27,11
1 Corinthians 12:28,26
1 Corinthians 12:29,14
1 Corinthians 12:30,14
1 Corinthians 12:31,16
1 Corinthians 13:1,25
1 Corinthians 13:2,34
1 Corinthians 13:3,28
1 Corinthians 13:4,17
1 Corinthians 13:5,16
1 Corinthians 13:6,9
1 Corinthians 13:7,12
1 Corinthians 13:8,26
1 Corinthians 13:9,10
1 Corinthians 13:10,18
1 Corinthians 13:11,31
1 Corinthians 13:12,29
1 Corinthians 13:13,15
1 Corinthians 14:1,13
1 Corinthians 14:2,27
1 Corinthians 14:3,13
1 Corinthians 14:4,16
1 Corinthians 14:5,34
1 Corinthians 14:6,33
1 Corinthians 14:7,29
1 Corinthians 14:8,15
1 Corinthians 14:9,29
1 Corinthians 14:10,20
1 Corinthians 14:11,29
1 Corinthians 14:12,22
1 Corinthians 14:13,14
1 Corinthians 14:14,16
1 Corinthians 14:15,32
1 Corinthians 14:16,32
1 Corinthians 14:17,12
1 Corinthians 14:18,12
1 Corinthians 14:19,30
1 Corinthians 14:20,17
1 Corinthians 14:21,33
1 Corinthians 14:22,31
1 Corinthians 14:23,34
1 Corinthians 14:24,25
1 Corinthians 14:25,31
1 Corinthians 14:26,35
1 Corinthians 14:27,27
1 Corinthians 14:28,22
1 Corinthians 14:29,12
1 Corinthians 14:30,16
1 Corinthians 14:31,17
1 Corinthians 14:32,11
1 Corinthians 14:33,18
1 Corinthians 14:34,30
1 Corinthians 14:35,26
1 Corinthians 14:36,15
1 Corinthians 14:37,28
1 Corinthians 14:38,10
1 Corinthians 14:39,12
1 Corinthians 14:40,9
1 Corinthians 15:1,22
1 Corinthians 15:2,22
1 Corinthians 15:3,24
1 Corinthians 15:4,17
1 Corinthians 15:5,11
1 Corinthians 15:6,26
1 Corinthians 15:7,12
1 Corinthians 15:8,18
1 Corinthians 15:9,24
1 Corinthians 15:10,43
1 Corinthians 15:11,14
1 Corinthians 15:12,24
1 Corinthians 15:13,14
1 Corinthians 15:14,17
1 Corinthians 15:15,33
1 Corinthians 15:16,11
1 Corinthians 15:17,16
1 Corinthians 15:18,11
1 Corinthians 15:19,17
1 Corinthians 15:20,16
1 Corinthians 15:21,15
1 Corinthians 15:22,15
1 Corinthians 15:23,18
1 Corinthians 15:24,30
1 Corinthians 15:25,13
1 Corinthians 15:26,9
1 Corinthians 15:27,33
1 Corinthians 15:28,32
1 Corinthians 15:29,26
1 Corinthians 15:30,8
1 Corinthians 15:31,16
1 Corinthians 15:32,32
1 Corinthians 15:33,8
1 Corinthians 15:34,20
1 Corinthians 15:35,18
1 Corinthians 15:36,12
1 Corinthians 15:37,26
1 Corinthians 15:38,18
1 Corinthians 15:39,27
1 Corinthians 15:40,24
1 Corinthians 15:41,28
1 Corinthians 15:42,18
1 Corinthians 15:43,20
1 Corinthians 15:44,23
1 Corinthians 15:45,22
1 Corinthians 15:46,19
1 Corinthians 15:47,16
1 Corinthians 15:48,23
1 Corinthians 15:49,19
1 Corinthians 15:50,20
1 Corinthians 15:51,17
1 Corinthians 15:52,30
1 Corinthians 15:53,14
1 Corinthians 15:54,34
1 Corinthians 15:55,12
1 Corinthians 15:56,14
1 Corinthians 15:57,15
1 Corinthians 15:58,30
1 Corinthians 16:1,21
1 Corinthians 16:2,30
1 Corinthians 16:3,21
1 Corinthians 16:4,14
1 Corinthians 16:5,18
1 Corinthians 16:6,24
1 Corinthians 16:7,23
1 Corinthians 16:8,8
1 Corinthians 16:9,15
1 Corinthians 16:10,25
1 Corinthians 16:11,26
1 Corinthians 16:12,38
1 Corinthians 16:13,13
1 Corinthians 16:14,8
1 Corinthians 16:15,29
1 Corinthians 16:16,16
1 Corinthians 16:17,23
1 Corinthians 16:18,15
1 Corinthians 16:19,23
1 Corinthians 16:20,13
1 Corinthians 16:21,9
1 Corinthians 16:22,14
1 Corinthians 16:23,10
1 Corinthians 16:24,28
2 Corinthians 1:1,33
2 Corinthians 1:2,16
2 Corinthians 1:3,21
2 Corinthians 1:4,30
2 Corinthians 1:5,16
2 Corinthians 1:6,38
2 Corinthians 1:7,24
2 Corinthians 1:8,33
2 Corinthians 1:9,23
2 Corinthians 1:10,21
2 Corinthians 1:11,30
2 Corinthians 1:12,39
2 Corinthians 1:13,24
2 Corinthians 1:14,26
2 Corinthians 1:15,19
2 Corinthians 1:16,27
2 Corinthians 1:17,34
2 Corinthians 1:18,14
2 Corinthians 1:19,31
2 Corinthians 1:20,21
2 Corinthians 1:21,15
2 Corinthians 1:22,15
2 Corinthians 1:23,21
2 Corinthians 1:24,20
2 Corinthians 2:1,16
2 Corinthians 2:2,23
2 Corinthians 2:3,37
2 Corinthians 2:4,36
2 Corinthians 2:5,21
2 Corinthians 2:6,13
2 Corinthians 2:7,24
2 Corinthians 2:8,12
2 Corinthians 2:9,23
2 Corinthians 2:10,31
2 Corinthians 2:11,16
2 Corinthians 2:12,20
2 Corinthians 2:13,26
2 Corinthians 2:14,26
2 Corinthians 2:15,20
2 Corinthians 2:16,28
2 Corinthians 2:17,29
2 Corinthians 3:1,24
2 Corinthians 3:2,14
2 Corinthians 3:3,39
2 Corinthians 3:4,9
2 Corinthians 3:5,20
2 Corinthians 3:6,28
2 Corinthians 3:7,40
2 Corinthians 3:8,11
2 Corinthians 3:9,18
2 Corinthians 3:10,20
2 Corinthians 3:11,16
2 Corinthians 3:12,13
2 Corinthians 3:13,28
2 Corinthians 3:14,29
2 Corinthians 3:15,15
2 Corinthians 3:16,14
2 Corinthians 3:17,17
2 Corinthians 3:18,34
2 Corinthians 4:1,14
2 Corinthians 4:2,36
2 Corinthians 4:3,14
2 Corinthians 4:4,35
2 Corinthians 4:5,17
2 Corinthians 4:6,34
2 Corinthians 4:7,22
2 Corinthians 4:8,16
2 Corinthians 4:9,9
2 Corinthians 4:10,25
2 Corinthians 4:11,26
2 Corinthians 4:12,10
2 Corinthians 4:13,25
2 Corinthians 4:14,22
2 Corinthians 4:15,23
2 Corinthians 4:16,21
2 Corinthians 4:17,22
2 Corinthians 4:18,35
2 Corinthians 5:1,29
2 Corinthians 5:2,18
2 Corinthians 5:3,12
2 Corinthians 5:4,29
2 Corinthians 5:5,23
2 Corinthians 5:6,21
2 Corinthians 5:7,8
2 Corinthians 5:8,21
2 Corinthians 5:9,14
2 Corinthians 5:10,34
2 Corinthians 5:11,27
2 Corinthians 5:12,33
2 Corinthians 5:13,20
2 Corinthians 5:14,21
2 Corinthians 5:15,26
2 Corinthians 5:16,26
2 Corinthians 5:17,23
2 Corinthians 5:18,24
2 Corinthians 5:19,27
2 Corinthians 5:20,26
2 Corinthians 5:21,25
2 Corinthians 6:1,20
2 Corinthians 6:2,34
2 Corinthians 6:3,12
2 Corinthians 6:4,20
2 Corinthians 6:5,12
2 Corinthians 6:6,15
2 Corinthians 6:7,23
2 Corinthians 6:8,15
2 Corinthians 6:9,17
2 Corinthians 6:10,19
2 Corinthians 6:11,13
2 Corinthians 6:12,14
2 Corinthians 6:13,17
2 Corinthians 6:14,22
2 Corinthians 6:15,17
2 Corinthians 6:16,44
2 Corinthians 6:17,24
2 Corinthians 6:18,19
2 Corinthians 7:1,25
2 Corinthians 7:2,17
2 Corinthians 7:3,24
2 Corinthians 7:4,27
2 Corinthians 7:5,25
2 Corinthians 7:6,16
2 Corinthians 7:7,36
2 Corinthians 7:8,35
2 Corinthians 7:9,33
2 Corinthians 7:10,20
2 Corinthians 7:11,52
2 Corinthians 7:12,40
2 Corinthians 7:13,27
2 Corinthians 7:14,38
2 Corinthians 7:15,25
2 Corinthians 7:16,12
2 Corinthians 8:1,18
2 Corinthians 8:2,24
2 Corinthians 8:3,17
2 Corinthians 8:4,23
2 Corinthians 8:5,25
2 Corinthians 8:6,21
2 Corinthians 8:7,31
2 Corinthians 8:8,21
2 Corinthians 8:9,30
2 Corinthians 8:10,28
2 Corinthians 8:11,28
2 Corinthians 8:12,25
2 Corinthians 8:13,12
2 Corinthians 8:14,34
2 Corinthians 8:15,21
2 Corinthians 8:16,18
2 Corinthians 8:17,18
2 Corinthians 8:18,18
2 Corinthians 8:19,37
2 Corinthians 8:20,16
2 Corinthians 8:21,19
2 Corinthians 8:22,31
2 Corinthians 8:23,32
2 Corinthians 8:24,21
2 Corinthians 9:1,17
2 Corinthians 9:2,32
2 Corinthians 9:3,26
2 Corinthians 9:4,27
2 Corinthians 9:5,43
2 Corinthians 9:6,21
2 Corinthians 9:7,24
2 Corinthians 9:8,26
2 Corinthians 9:9,19
2 Corinthians 9:10,26
2 Corinthians 9:11,15
2 Corinthians 9:12,23
2 Corinthians 9:13,30
2 Corinthians 9:14,18
2 Corinthians 9:15,8
2 Corinthians 10:1,27
2 Corinthians 10:2,37
2 Corinthians 10:3,14
2 Corinthians 10:4,20
2 Corinthians 10:5,26
2 Corinthians 10:6,14
2 Corinthians 10:7,36
2 Corinthians 10:8,28
2 Corinthians 10:9,13
2 Corinthians 10:10,19
2 Corinthians 10:11,30
2 Corinthians 10:12,31
2 Corinthians 10:13,31
2 Corinthians 10:14,31
2 Corinthians 10:15,33
2 Corinthians 10:16,24
2 Corinthians 10:17,10
2 Corinthians 10:18,13
2 Corinthians 11:1,18
2 Corinthians 11:2,28
2 Corinthians 11:3,28
2 Corinthians 11:4,38
2 Corinthians 11:5,13
2 Corinthians 11:6,23
2 Corinthians 11:7,24
2 Corinthians 11:8,12
2 Corinthians 11:9,48
2 Corinthians 11:10,21
2 Corinthians 11:11,8
2 Corinthians 11:12,30
2 Corinthians 11:13,14
2 Corinthians 11:14,13
2 Corinthians 11:15,25
2 Corinthians 11:16,25
2 Corinthians 11:17,21
2 Corinthians 11:18,11
2 Corinthians 11:19,10
2 Corinthians 11:20,34
2 Corinthians 11:21,23
2 Corinthians 11:22,21
2 Corinthians 11:23,28
2 Corinthians 11:24,11
2 Corinthians 11:25,25
2 Corinthians 11:26,42
2 Corinthians 11:27,18
2 Corinthians 11:28,18
2 Corinthians 11:29,15
2 Corinthians 11:30,15
2 Corinthians 11:31,19
2 Corinthians 11:32,21
2 Corinthians 11:33,18
2 Corinthians 12:1,19
2 Corinthians 12:2,37
2 Corinthians 12:3,20
2 Corinthians 12:4,22
2 Corinthians 12:5,18
2 Corinthians 12:6,44
2 Corinthians 12:7,38
2 Corinthians 12:8,14
2 Corinthians 12:9,38
2 Corinthians 12:10,26
2 Corinthians 12:11,34
2 Corinthians 12:12,20
2 Corinthians 12:13,26
2 Corinthians 12:14,43
2 Corinthians 12:15,23
2 Corinthians 12:16,17
2 Corinthians 12:17,16
2 Corinthians 12:18,31
2 Corinthians 12:19,25
2 Corinthians 12:20,40
2 Corinthians 12:21,38
2 Corinthians 13:1,23
2 Corinthians 13:2,40
2 Corinthians 13:3,21
2 Corinthians 13:4,35
2 Corinthians 13:5,29
2 Corinthians 13:6,12
2 Corinthians 13:7,30
2 Corinthians 13:8,12
2 Corinthians 13:9,20
2 Corinthians 13:10,30
2 Corinthians 13:11,27
2 Corinthians 13:12,7
2 Corinthians 13:13,5
2 Corinthians 13:14,42
Galatians 1:1,23
Galatians 1:2,13
Galatians 1:3,16
Galatians 1:4,25
Galatians 1:5,9
Galatians 1:6,21
Galatians 1:7,18
Galatians 1:8,26
Galatians 1:9,27
Galatians 1:10,29
Galatians 1:11,17
Galatians 1:12,19
Galatians 1:13,27
Galatians 1:14,24
Galatians 1:15,18
Galatians 1:16,22
Galatians 1:17,23
Galatians 1:18,18
Galatians 1:19,13
Galatians 1:20,14
Galatians 1:21,10
Galatians 1:22,14
Galatians 1:23,21
Galatians 1:24,6
Galatians 2:1,18
Galatians 2:2,38
Galatians 2:3,15
Galatians 2:4,31
Galatians 2:5,22
Galatians 2:6,35
Galatians 2:7,24
Galatians 2:8,22
Galatians 2:9,42
Galatians 2:10,18
Galatians 2:11,19
Galatians 2:12,30
Galatians 2:13,18
Galatians 2:14,51
Galatians 2:15,12
Galatians 2:16,57
Galatians 2:17,25
Galatians 2:18,15
Galatians 2:19,16
Galatians 2:20,44
Galatians 2:21,21
Galatians 3:1,27
Galatians 3:2,23
Galatians 3:3,17
Galatians 3:4,14
Galatians 3:5,28
Galatians 3:6,13
Galatians 3:7,16
Galatians 3:8,26
Galatians 3:9,12
Galatians 3:10,41
Galatians 3:11,24
Galatians 3:12,17
Galatians 3:13,29
Galatians 3:14,24
Galatians 3:15,26
Galatians 3:16,30
Galatians 3:17,36
Galatians 3:18,22
Galatians 3:19,34
Galatians 3:20,13
Galatians 3:21,32
Galatians 3:22,23
Galatians 3:23,20
Galatians 3:24,18
Galatians 3:25,13
Galatians 3:26,13
Galatians 3:27,15
Galatians 3:28,26
Galatians 3:29,16
Galatians 4:1,24
Galatians 4:2,13
Galatians 4:3,16
Galatians 4:4,22
Galatians 4:5,16
Galatians 4:6,20
Galatians 4:7,21
Galatians 4:8,18
Galatians 4:9,32
Galatians 4:10,9
Galatians 4:11,14
Galatians 4:12,21
Galatians 4:13,17
Galatians 4:14,25
Galatians 4:15,33
Galatians 4:16,12
Galatians 4:17,17
Galatians 4:18,22
Galatians 4:19,16
Galatians 4:20,20
Galatians 4:21,16
Galatians 4:22,19
Galatians 4:23,20
Galatians 4:24,24
Galatians 4:25,22
Galatians 4:26,14
Galatians 4:27,31
Galatians 4:28,11
Galatians 4:29,23
Galatians 4:30,28
Galatians 4:31,14
Galatians 5:1,22
Galatians 5:2,16
Galatians 5:3,20
Galatians 5:4,21
Galatians 5:5,13
Galatians 5:6,17
Galatians 5:7,15
Galatians 5:8,9
Galatians 5:9,7
Galatians 5:10,27
Galatians 5:11,22
Galatians 5:12,10
Galatians 5:13,24
Galatians 5:14,19
Galatians 5:15,18
Galatians 5:16,18
Galatians 5:17,32
Galatians 5:18,14
Galatians 5:19,15
Galatians 5:20,9
Galatians 5:21,36
Galatians 5:22,14
Galatians 5:23,8
Galatians 5:24,14
Galatians 5:25,13
Galatians 5:26,14
Galatians 6:1,29
Galatians 6:2,12
Galatians 6:3,16
Galatians 6:4,21
Galatians 6:5,8
Galatians 6:6,17
Galatians 6:7,17
Galatians 6:8,27
Galatians 6:9,20
Galatians 6:10,22
Galatians 6:11,15
Galatians 6:12,29
Galatians 6:13,23
Galatians 6:14,29
Galatians 6:15,15
Galatians 6:16,21
Galatians 6:17,19
Galatians 6:18,19
Ephesians 1:1,25
Ephesians 1:2,16
Ephesians 1:3,24
Ephesians 1:4,26
Ephesians 1:5,21
Ephesians 1:6,18
Ephesians 1:7,19
Ephesians 1:8,11
Ephesians 1:9,21
Ephesians 1:10,32
Ephesians 1:11,27
Ephesians 1:12,15
Ephesians 1:13,34
Ephesians 1:14,20
Ephesians 1:15,19
Ephesians 1:16,14
Ephesians 1:17,27
Ephesians 1:18,31
Ephesians 1:19,21
Ephesians 1:20,24
Ephesians 1:21,29
Ephesians 1:22,21
Ephesians 1:23,13
Ephesians 2:1,12
Ephesians 2:2,33
Ephesians 2:3,38
Ephesians 2:4,15
Ephesians 2:5,18
Ephesians 2:6,17
Ephesians 2:7,23
Ephesians 2:8,19
Ephesians 2:9,8
Ephesians 2:10,23
Ephesians 2:11,29
Ephesians 2:12,31
Ephesians 2:13,19
Ephesians 2:14,21
Ephesians 2:15,28
Ephesians 2:16,19
Ephesians 2:17,17
Ephesians 2:18,13
Ephesians 2:19,20
Ephesians 2:20,19
Ephesians 2:21,16
Ephesians 2:22,15
Ephesians 3:1,13
Ephesians 3:2,18
Ephesians 3:3,18
Ephesians 3:4,14
Ephesians 3:5,27
Ephesians 3:6,21
Ephesians 3:7,25
Ephesians 3:8,27
Ephesians 3:9,32
Ephesians 3:10,24
Ephesians 3:11,13
Ephesians 3:12,14
Ephesians 3:13,16
Ephesians 3:14,15
Ephesians 3:15,11
Ephesians 3:16,24
Ephesians 3:17,17
Ephesians 3:18,18
Ephesians 3:19,21
Ephesians 3:20,25
Ephesians 3:21,17
Ephesians 4:1,20
Ephesians 4:2,12
Ephesians 4:3,13
Ephesians 4:4,18
Ephesians 4:5,6
Ephesians 4:6,17
Ephesians 4:7,18
Ephesians 4:8,18
Ephesians 4:9,20
Ephesians 4:10,20
Ephesians 4:11,16
Ephesians 4:12,20
Ephesians 4:13,34
Ephesians 4:14,34
Ephesians 4:15,20
Ephesians 4:16,39
Ephesians 4:17,24
Ephesians 4:18,25
Ephesians 4:19,16
Ephesians 4:20,7
Ephesians 4:21,20
Ephesians 4:22,19
Ephesians 4:23,9
Ephesians 4:24,18
Ephesians 4:25,18
Ephesians 4:26,15
Ephesians 4:27,6
Ephesians 4:28,31
Ephesians 4:29,27
Ephesians 4:30,17
Ephesians 4:31,20
Ephesians 4:32,20
Ephesians 5:1,9
Ephesians 5:2,27
Ephesians 5:3,18
Ephesians 5:4,16
Ephesians 5:5,28
Ephesians 5:6,23
Ephesians 5:7,7
Ephesians 5:8,18
Ephesians 5:9,14
Ephesians 5:10,7
Ephesians 5:11,14
Ephesians 5:12,18
Ephesians 5:13,19
Ephesians 5:14,18
Ephesians 5:15,12
Ephesians 5:16,8
Ephesians 5:17,14
Ephesians 5:18,15
Ephesians 5:19,20
Ephesians 5:20,19
Ephesians 5:21,10
Ephesians 5:22,11
Ephesians 5:23,26
Ephesians 5:24,20
Ephesians 5:25,16
Ephesians 5:26,15
Ephesians 5:27,28
Ephesians 5:28,18
Ephesians 5:29,20
Ephesians 5:30,14
Ephesians 5:31,25
Ephesians 5:32,13
Ephesians 5:33,24
Ephesians 6:1,11
Ephesians 6:2,12
Ephesians 6:3,15
Ephesians 6:4,21
Ephesians 6:5,25
Ephesians 6:6,19
Ephesians 6:7,13
Ephesians 6:8,22
Ephesians 6:9,27
Ephesians 6:10,15
Ephesians 6:11,20
Ephesians 6:12,28
Ephesians 6:13,26
Ephesians 6:14,16
Ephesians 6:15,12
Ephesians 6:16,21
Ephesians 6:17,18
Ephesians 6:18,21
Ephesians 6:19,25
Ephesians 6:20,19
Ephesians 6:21,29
Ephesians 6:22,23
Ephesians 6:23,18
Ephesians 6:24,22
Philippians 1:1,24
Philippians 1:2,16
Philippians 1:3,9
Philippians 1:4,13
Philippians 1:5,12
Philippians 1:6,25
Philippians 1:7,42
Philippians 1:8,18
Philippians 1:9,19
Philippians 1:10,21
Philippians 1:11,19
Philippians 1:12,24
Philippians 1:13,17
Philippians 1:14,23
Philippians 1:15,15
Philippians 1:16,15
Philippians 1:17,16
Philippians 1:18,23
Philippians 1:19,22
Philippians 1:20,40
Philippians 1:21,12
Philippians 1:22,22
Philippians 1:23,22
Philippians 1:24,11
Philippians 1:25,22
Philippians 1:26,18
Philippians 1:27,47
Philippians 1:28,25
Philippians 1:29,24
Philippians 1:30,16
Philippians 2:1,24
Philippians 2:2,19
Philippians 2:3,20
Philippians 2:4,17
Philippians 2:5,12
Philippians 2:6,16
Philippians 2:7,23
Philippians 2:8,22
Philippians 2:9,17
Philippians 2:10,23
Philippians 2:11,18
Philippians 2:12,30
Philippians 2:13,18
Philippians 2:14,7
Philippians 2:15,31
Philippians 2:16,26
Philippians 2:17,21
Philippians 2:18,12
Philippians 2:19,26
Philippians 2:20,13
Philippians 2:21,12
Philippians 2:22,22
Philippians 2:23,19
Philippians 2:24,13
Philippians 2:25,28
Philippians 2:26,21
Philippians 2:27,30
Philippians 2:28,24
Philippians 2:29,14
Philippians 2:30,23
Philippians 3:1,26
Philippians 3:2,11
Philippians 3:3,23
Philippians 3:4,26
Philippians 3:5,25
Philippians 3:6,14
Philippians 3:7,13
Philippians 3:8,41
Philippians 3:9,32
Philippians 3:10,23
Philippians 3:11,13
Philippians 3:12,30
Philippians 3:13,29
Philippians 3:14,17
Philippians 3:15,27
Philippians 3:16,19
Philippians 3:17,19
Philippians 3:18,26
Philippians 3:19,20
Philippians 3:20,18
Philippians 3:21,31
Philippians 4:1,21
Philippians 4:2,16
Philippians 4:3,33
Philippians 4:4,10
Philippians 4:5,13
Philippians 4:6,22
Philippians 4:7,18
Philippians 4:8,43
Philippians 4:9,25
Philippians 4:10,28
Philippians 4:11,21
Philippians 4:12,37
Philippians 4:13,10
Philippians 4:14,12
Philippians 4:15,30
Philippians 4:16,12
Philippians 4:17,16
Philippians 4:18,32
Philippians 4:19,17
Philippians 4:20,13
Philippians 4:21,14
Philippians 4:22,12
Philippians 4:23,22
Colossians 1:1,15
Colossians 1:2,27
Colossians 1:3,17
Colossians 1:4,20
Colossians 1:5,24
Colossians 1:6,37
Colossians 1:7,18
Colossians 1:8,10
Colossians 1:9,38
Colossians 1:10,24
Colossians 1:11,16
Colossians 1:12,21
Colossians 1:13,20
Colossians 1:14,13
Colossians 1:15,13
Colossians 1:16,38
Colossians 1:17,12
Colossians 1:18,28
Colossians 1:19,12
Colossians 1:20,32
Colossians 1:21,19
Colossians 1:22,19
Colossians 1:23,42
Colossians 1:24,31
Colossians 1:25,25
Colossians 1:26,20
Colossians 1:27,28
Colossians 1:28,23
Colossians 1:29,14
Colossians 2:1,31
Colossians 2:2,36
Colossians 2:3,11
Colossians 2:4,13
Colossians 2:5,29
Colossians 2:6,14
Colossians 2:7,20
Colossians 2:8,26
Colossians 2:9,11
Colossians 2:10,15
Colossians 2:11,28
Colossians 2:12,27
Colossians 2:13,24
Colossians 2:14,27
Colossians 2:15,18
Colossians 2:16,27
Colossians 2:17,14
Colossians 2:18,32
Colossians 2:19,26
Colossians 2:20,25
Colossians 2:21,6
Colossians 2:22,15
Colossians 2:23,28
Colossians 3:1,22
Colossians 3:2,12
Colossians 3:3,13
Colossians 3:4,17
Colossians 3:5,20
Colossians 3:6,14
Colossians 3:7,13
Colossians 3:8,18
Colossians 3:9,17
Colossians 3:10,20
Colossians 3:11,22
Colossians 3:12,20
Colossians 3:13,24
Colossians 3:14,14
Colossians 3:15,24
Colossians 3:16,33
Colossians 3:17,26
Colossians 3:18,14
Colossians 3:19,10
Colossians 3:20,15
Colossians 3:21,11
Colossians 3:22,23
Colossians 3:23,15
Colossians 3:24,19
Colossians 3:25,21
Colossians 4:1,20
Colossians 4:2,10
Colossians 4:3,28
Colossians 4:4,11
Colossians 4:5,11
Colossians 4:6,21
Colossians 4:7,22
Colossians 4:8,20
Colossians 4:9,24
Colossians 4:10,23
Colossians 4:11,28
Colossians 4:12,32
Colossians 4:13,23
Colossians 4:14,8
Colossians 4:15,17
Colossians 4:16,29
Colossians 4:17,20
Colossians 4:18,26
1 Thessalonians 1:1,38
1 Thessalonians 1:2,16
1 Thessalonians 1:3,28
1 Thessalonians 1:4,7
1 Thessalonians 1:5,37
1 Thessalonians 1:6,23
1 Thessalonians 1:7,13
1 Thessalonians 1:8,37
1 Thessalonians 1:9,30
1 Thessalonians 1:10,24
1 Thessalonians 2:1,15
1 Thessalonians 2:2,34
1 Thessalonians 2:3,13
1 Thessalonians 2:4,29
1 Thessalonians 2:5,20
1 Thessalonians 2:6,24
1 Thessalonians 2:7,13
1 Thessalonians 2:8,31
1 Thessalonians 2:9,31
1 Thessalonians 2:10,19
1 Thessalonians 2:11,20
1 Thessalonians 2:12,16
1 Thessalonians 2:13,49
1 Thessalonians 2:14,35
1 Thessalonians 2:15,25
1 Thessalonians 2:16,28
1 Thessalonians 2:17,27
1 Thessalonians 2:18,17
1 Thessalonians 2:19,26
1 Thessalonians 2:20,7
1 Thessalonians 3:1,17
1 Thessalonians 3:2,27
1 Thessalonians 3:3,17
1 Thessalonians 3:4,25
1 Thessalonians 3:5,30
1 Thessalonians 3:6,39
1 Thessalonians 3:7,16
1 Thessalonians 3:8,11
1 Thessalonians 3:9,24
1 Thessalonians 3:10,21
1 Thessalonians 3:11,16
